date,id,title,countries,keywords,languages,outlets
2020-09-07,https://euvsdisinfo.eu/report/navalny-might-have-been-poisoned-as-the-result-of-a-conflict-with-his-own-partners/,Navalny might have been poisoned as a result of a conflict with his partners,Russia,Alexei Navalny,Russian+English,
2020-09-07,https://euvsdisinfo.eu/report/ukraine-arrests-teacher-for-promoting-russian-language/,Ukraine arrests teacher for promoting the Russian language,Russia+Ukraine,Russian language+FSB+Russophobia+SBU,Russian,
2020-09-06,https://euvsdisinfo.eu/report/navalny-was-not-poisoned-with-novichok/,Navalny was not poisoned with Novichok,Russia+Germany,novichok+Alexei Navalny,Greek,
2020-09-06,https://euvsdisinfo.eu/report/alexei-navalny-was-not-poisoned-he-suffered-from-a-metabolic-disorder/,"Alexei Navalny was not poisoned, he suffered from a metabolic disorder",Russia+Germany,novichok+Alexei Navalny,Czech,
2020-09-06,https://euvsdisinfo.eu/report/peace-in-ukraine-is-not-in-the-interests-of-western-governments/,Peace in Ukraine is not in the interests of Western governments,EU+Ukraine+US,Ukraine+Eastern Ukraine+War in Ukraine+Donbas+Minsk agreements,Russian,
2020-09-06,https://euvsdisinfo.eu/report/navalny-poisoning-is-used-to-stop-nord-stream-2/,No evidence Navalny was poisoned; Washington and Brussels want sanctions,Russia+US+Germany,novichok+Alexei Navalny,Hungarian,
2020-09-06,https://euvsdisinfo.eu/report/ukraine-has-no-historical-roots/,Ukraine has no historical roots,Russia+Ukraine,Russian superiority+Abandoned Ukraine+Ukrainian statehood,Russian,
2020-09-05,https://euvsdisinfo.eu/report/the-novichok-group-does-not-really-exist/,"The ""Novichok group"" does not really exist",Russia+Germany,Skripal+novichok+Chemical weapons/attack+Alexei Navalny,Armenian,
2020-09-05,https://euvsdisinfo.eu/report/us-charged-russia-based-on-inconclusive-evidences-on-skripals-poisoning/,US charged Russia based on inconclusive evidence on Skripals’ poisoning,UK+Russia+US,Skripal+novichok+Sergei Skripal+Anti-Russian,Arabic,
2020-09-05,https://euvsdisinfo.eu/report/navalnys-poisoning-is-beneficial-to-the-us-in-its-attempt-to-cancel-nord-stream-2/,Navalny and Nord Stream 2: The Americans are recouping their long-term investment in Alexei,UK+Russia+US+Germany,Skripal+Conspiracy theory+novichok+Nord Stream 2+Alexei Navalny+Conspiracy,Russian,
2020-09-05,https://euvsdisinfo.eu/report/the-case-of-navalny-is-just-a-pretext-for-the-west-to-enforce-russophobia/,The case of Navalny is just a pretext for the West to enforce Russophobia,EU+Russia+US+Germany,novichok+Alexei Navalny+Anti-Russian+Russophobia+The West,German,
2020-09-05,https://euvsdisinfo.eu/report/navalny-case-is-used-to-put-pressure-on-putin/,Navalny case is a special operation used to put pressure on Putin,Russia+US+Germany,Conspiracy theory+novichok+Alexei Navalny,Russian,
2020-09-05,https://euvsdisinfo.eu/report/germany-provided-no-data-to-support-the-hypothesis-that-navalny-was-poisoned-with-novichok/,Germany provided no evidence for the hypothesis that Navalny was poisoned with Novichok,Russia+Germany,novichok+Alexei Navalny+Angela Merkel,Arabic,
2020-09-05,https://euvsdisinfo.eu/report/western-civilisation-may-already-be-dead-killed-by-the-uss-self-hating-white-liberals-and-by-jews-of-the-frankfurt-school-that-emigrated-to-america/,Western civilisation killed by the US’s self-hating White liberals and the Jews of the Frankfurt School,US,US racial justice protests+Western values+Civil war+Jews+Donald Trump+The West,Italian,
2020-09-04,https://euvsdisinfo.eu/report/navalny-the-west-needed-a-pretext-to-open-sanctions-against-russia/,Navalny poisoning: The West needed a pretext to open sanctions against Russia,Russia+Belarus+US+Germany+France,Conspiracy theory+novichok+Democratic Party (US)+Alexei Navalny+Deep state,English,
2020-09-04,https://euvsdisinfo.eu/report/germany-lies-about-navalnys-poisoning-it-is-a-pretext-to-new-sanctions-against-russia/,"Germany lies about Navalny's poisoning, it is a pretext to new sanctions against Russia",Russia+US+Germany,Conspiracy theory+novichok+Alexei Navalny+Sanctions,Russian,
2020-09-04,https://euvsdisinfo.eu/report/the-munich-agreement-started-world-war-ii-2/,The Munich agreement started World War II,EU+Slovakia+Czech Republic+USSR+Russia,Molotov-Ribbentrop Pact+Historical revisionism+WWII+Adolf Hitler+Joseph Stalin+Nazi/Fascist,Russian,
2020-09-04,https://euvsdisinfo.eu/report/poisoning-of-navalny-is-a-provocation-to-spoil-relations-between-russia-and-germany-aiming-to-stop-nord-stream-2/,Poisoning of Navalny is a provocation to spoil relations between Russia and Germany,EU+Russia+US+Germany,novichok+Nord Stream 2+Alexei Navalny,Russian,
2020-09-04,https://euvsdisinfo.eu/report/continuous-poisoning-russian-dissidents-implicating-kremlin-suspicious/,The continuous poisoning of Russian dissidents 'implicating' the Kremlin is suspicious,Russia,novichok+Alexei Navalny+Anti-Russian+Sanctions,Spanish+Castilian,
2020-09-04,https://euvsdisinfo.eu/report/russia-does-not-have-novichok-anymore/,Russia doesn’t have Novichok anymore,Russia,novichok+Chemical weapons/attack+Alexei Navalny+USSR,Spanish+Castilian,
2020-09-04,https://euvsdisinfo.eu/report/the-alleged-poisoning-of-alexei-navalny-could-have-been-orchestrated-by-western-special-forces/,"The alleged ""poisoning"" of Alexei Navalny could have been orchestrated by Western special forces",EU+Russia+Germany,Alexei Navalny+Anti-Russian+Russophobia+The West,German,
2020-09-04,https://euvsdisinfo.eu/report/the-west-falsified-navalnys-poisoning-to-prevent-russias-actions-in-belarus/,The West falsified Navalny's poisoning to prevent Russia's actions in Belarus,EU+Russia+Belarus,Union State of Belarus and Russia+false flag+Chemical weapons/attack+Alexei Navalny+Intelligence services+The West,Russian,
2020-09-04,https://euvsdisinfo.eu/report/the-west-and-nato-have-been-working-on-novichok-for-years/,The West and NATO have been working on Novichok compounds for years,Russia+US,Alexei Navalny+NATO,Czech,
2020-09-04,https://euvsdisinfo.eu/report/opcw-faked-data-on-chemical-weapons-in-syria-it-has-been-proven-many-times/,"OPCW faked data on chemical weapons in Syria, it has been proven many times",Russia+Syria,Chemical weapons/attack,Russian,
2020-09-04,https://euvsdisinfo.eu/report/minsk-intercepted-a-conversation-between-warsaw-and-berlin-which-refutes-claims-about-navalnys-poisoning/,"Minsk intercepted a conversation between Warsaw and Berlin, which refutes claims about Navalny's poisoning",Russia+Belarus+Germany+Poland,Alexei Navalny,Russian,
2020-09-04,https://euvsdisinfo.eu/report/navalny-could-bring-himself-to-a-coma/,Navalny could have caused his coma himself,Russia,novichok+Alexei Navalny,Russian,
2020-09-04,https://euvsdisinfo.eu/report/western-politicians-did-not-support-the-german-version-of-navalnys-poisoning-by-novichok/,Western politicians did not support the German version of Navalny's poisoning by Novichok,Russia+Germany,novichok+Alexei Navalny,Russian,
2020-09-04,https://euvsdisinfo.eu/report/ukraine-is-sanctioned-because-it-was-unfriendly-to-russia-after-crimeas-return/,Russia has introduced sanctions against Ukraine because it was unfriendly to Russia after Crimea's return,Russia+Ukraine,illegal annexation+Sanctions+Crimea+Ukrainian statehood,Arabic,
2020-09-04,https://euvsdisinfo.eu/report/ukraine-will-become-a-springboard-for-a-us-nuclear-strike-on-russia/,Ukraine will become a springboard for a US nuclear strike on Russia,Russia+Ukraine+US,Anti-Russian+Nuclear issues+US presence in Europe+Puppets+Crimea+Ukrainian statehood,Russian,
2020-09-04,https://euvsdisinfo.eu/report/first-suspect-in-attack-on-navalny-is-mkhail-khodorkovsky/,First suspect in attack on Navalny is Mikhail Khodorkovsky,Russia,novichok+Alexei Navalny+Boris Berezovsky+Mikhail Khodorkovsky,Russian,
2020-09-03,https://euvsdisinfo.eu/report/the-baltic-states-and-poland-are-blowing-up-belarus-from-the-inside/,The Baltic States and Poland are blowing Belarus up from the inside,Russia+Baltic states+Lithuania+Belarus+Poland,Diplomacy with Russia+Russian superiority+Alexander Lukashenko,Russian,
2020-09-03,https://euvsdisinfo.eu/report/navalny-case-is-a-project-to-build-up-opposition-against-nord-stream-2/,Navalny case is a project to build up opposition against Nord Stream 2,Russia+Germany,Nord Stream 2+Alexei Navalny+NATO,German,
2020-09-03,https://euvsdisinfo.eu/report/navalny-poisoning-charite-clinic-is-a-political-dump-that-is-used-in-a-special-operation-against-russia/,Charité clinic is a political dump that is used in a special operation against Russia,Russia+Germany,Conspiracy theory+novichok+Alexei Navalny+Anti-Russian+Information war+Conspiracy+The West,Russian,
2020-09-03,https://euvsdisinfo.eu/report/no-evidence-of-russian-poisoning-of-skripal/,No evidence of Russian poisoning of Skripal,UK+Russia,Skripal+Sergei Skripal+Anti-Russian,Arabic,
2020-09-03,https://euvsdisinfo.eu/report/charite-clinic-did-not-prove-that-navalny-was-poisoned-the-same-was-with-yushchenko/,The Charité clinic did not prove that Navalny was poisoned,Russia+Germany,Conspiracy theory+Alexei Navalny,Russian,
2020-09-03,https://euvsdisinfo.eu/report/the-statement-about-navalnys-poisoning-is-done-to-curb-putins-desire-to-interfere-in-belarus-affairs/,Statement about Navalny's poisoning aims to curb Putin's desire to interfere in Belarus,Russia+Belarus+Germany,Alexei Navalny+Alexander Lukashenko+Vladimir Putin+Conspiracy+Angela Merkel,Armenian,
2020-09-03,https://euvsdisinfo.eu/report/accusing-the-ussr-in-wwii-outbreak-poland-tries-to-distract-attention-from-the-pre-war-miscalculations-of-the-polish-authorities/,"Accusing USSR of WWII outbreak, Poland distracts attention from its pre-war “miscalculations”",Russia+Germany+Poland,Molotov-Ribbentrop Pact+USSR+Red Army+Anti-Russian+Historical revisionism+Maria Zakharova+WWII+Nazi/Fascist,Polish,
2020-09-03,https://euvsdisinfo.eu/report/poland-openly-interferes-in-domestic-affairs-of-belarus-dictating-to-minsk-how-it-should-behave/,"Poland openly interferes in domestic affairs of Belarus, dictating to Minsk how it should behave",Russia+Belarus+Poland,Protest+NGO+Maria Zakharova+Alexander Lukashenko+Colour revolutions+Conspiracy,Polish,
2020-09-03,https://euvsdisinfo.eu/report/german-statement-about-navalny-poisoning-is-the-western-reaction-to-the-situation-around-nord-stream-2-and-the-putins-position-towards-belarus/,German statement about Navalny poisoning is the Western reaction to the Putin's position towards Belarus,Russia+Belarus+US+Germany,Conspiracy theory+Nord Stream 2+Alexei Navalny+Anti-Russian+Alexander Lukashenko+US presence in Europe+The West+Angela Merkel,Polish,
2020-09-03,https://euvsdisinfo.eu/report/navalny-has-apart-from-a-hangover-no-symptoms-of-poisoning/,"Navalny has, apart from a hangover, no symptoms of poisoning",Russia+Germany,novichok+Alexei Navalny,German,
2020-09-03,https://euvsdisinfo.eu/report/the-west-exploits-navalnys-case-to-impose-sanctions-on-russia/,The West exploits Navalny's case to impose sanctions on Russia,Russia+Germany,novichok+Alexei Navalny+Vladimir Putin+The West+Sanctions,Greek,
2020-09-03,https://euvsdisinfo.eu/report/lukashenko-says-that-merkel-lied-about-navalnys-poisoning/,Merkel lied about Navalny's poisoning,Russia+Belarus+Germany+Poland,novichok+Alexei Navalny+Alexander Lukashenko+Intelligence services+Angela Merkel,Greek,
2020-09-03,https://euvsdisinfo.eu/report/germany-waited-impossible-new-tests-refute-novichok-claim/,Germany waited until it was impossible to make new tests that would refute the Novichok claim,Russia+Germany,novichok+Alexei Navalny+Anti-Russian,Spanish+Castilian,
2020-09-03,https://euvsdisinfo.eu/report/novichok-is-produced-in-us-backed-lugar-laboratory-in-georgia-and-the-us/,Novichok is produced in Georgia and the US,US+Georgia,novichok+Lugar Laboratory+Alexei Navalny,Russian,
2020-09-03,https://euvsdisinfo.eu/report/sergei-skripal-was-victim-of-food-poisoning-no-novichok-a-russian-secret-service-was-involved/,"Sergei Skripal was victim of food poisoning, no novichok or Russian secret service was involved",UK+Russia,Skripal+novichok+GRU+Sergei Skripal,French,
2020-09-03,https://euvsdisinfo.eu/report/russophobic-western-media-push-narrative-of-putins-role-in-navalny-poisoning/,Russophobic Western media push narrative of Putin's role in Navalny poisoning,Russia+Germany,Skripal+novichok+Sergei Skripal+Mainstream media+Chemical weapons/attack+Alexei Navalny+Anti-Russian+Media+Russophobia+Information war,English,
2020-09-03,https://euvsdisinfo.eu/report/in-2014-in-ukraine-a-junta-came-to-power-in-kiev-created-new-legislation-on-languages-and-triggered-a-purely-internal-conflict-in-the-country/,"In 2014 in Ukraine a Junta came to power in Kiev, created new legislation on languages and triggered a purely internal conflict in the country",Ukraine,Ukraine+Russian language+Junta,French,
2020-09-03,https://euvsdisinfo.eu/report/the-street-maidan-in-bulgaria-is-an-attempt-to-carry-out-an-anti-russian-coup/,The Street Maidan in Bulgaria is an Attempt to Carry Out an Anti-Russian Coup,Bulgaria+Russia+Belarus+US,Protest+Anti-Russian+US presence in Europe+Colour revolutions+Coup+Russophobia+Nazi/Fascist,Bulgarian,
2020-09-03,https://euvsdisinfo.eu/report/germany-accusations-navalny-crumble-expert-finds-hole/,Russian expert uncovers Germany's mistake on Navalny; Novichok is a mythical poison invented in the UK,Russia+Germany,novichok+Alexei Navalny,Spanish+Castilian,
2020-09-03,https://euvsdisinfo.eu/report/russia-no-reason-navalny-poisoning-useful-to-the-west/,"Russia had no real reason to get rid of Navalny, but his poisoning is useful to the West",Russia+US+Germany,novichok+Nord Stream 2+Alexei Navalny+NATO+The West,Spanish+Castilian,
2020-09-03,https://euvsdisinfo.eu/report/if-russia-wanted-kill-navalny-chosen-anything-but-novichok/,"If Russia wanted to kill Navalny, it would have chosen anything but Novichok",Russia,novichok+Alexei Navalny,Spanish+Castilian,
2020-09-02,https://euvsdisinfo.eu/report/in-belarus-there-are-signs-of-a-color-revolution-but-a-hybrid-one/,"In Belarus there are signs of a colour revolution, but a hybrid one",Hong Kong+Venezuela+Ukraine+Belarus+US,Hybrid war+Colour revolutions+Euromaidan,Armenian,
2020-09-02,https://euvsdisinfo.eu/report/colour-revolutions-organised-in-the-post-soviet-countries-were-aimed-at-separating-those-from-russia/,Colour revolutions in the post-Soviet countries were aimed at separating those from Russia,Russia,USSR+Anti-Russian+Colour revolutions+Russophobia,Armenian,
2020-09-02,https://euvsdisinfo.eu/report/ukrainian-militants-are-staying-in-belarus-to-carry-out-a-coup-detat/,Ukrainian militants are staying in Belarus to carry out a coup d'etat,Russia+Ukraine+Belarus+Poland,Sergei Lavrov+Military+Protest+Coup,Russian,
2020-09-02,https://euvsdisinfo.eu/report/a-colour-revolution-was-prevented-in-belarus/,A colour revolution was prevented in Belarus,Ukraine+Belarus,Protest+Colour revolutions+The West,Arabic,
2020-09-02,https://euvsdisinfo.eu/report/there-is-no-approved-covid19-vaccine-except-the-russian-one-says-reuters/,"There is no approved COVID-19 vaccine except the Russian one, says Reuters",Russia,coronavirus+vaccination+WHO,Arabic+English,
2020-09-02,https://euvsdisinfo.eu/report/navalny-couldnt-be-poisoned-with-novichok-according-to-the-creator-of-this-nerve-agent/,"Navalny couldn’t have been poisoned by Novichok, otherwise he would be dead",Russia,novichok+Alexei Navalny,Spanish+Castilian,
2020-09-02,https://euvsdisinfo.eu/report/nato-and-noble-partner-exercises-destabilize-situation-in-the-black-sea-region/,NATO and Noble Partner exercises destabilise situation in the Black Sea region,Russia+US+Georgia,Black Sea+Military exercise+NATO+The West,Russian,
